                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.3144,                 3.6348,                 1.9562,                 0.2633,                0.18436,                0.14304,                0.05746,                 2.3703,                 2.6737,                 1.4206,               0.070017,              0.0033314,              0.0033314
